activity_group_code,region,district,community,ngo,hazard,activities,number_of_activities_or_unites,beneficiaries_per_activity,budget__usd,brcis_output,_2014_quarter_3,_2014_quarter_4,_2015_quarter_1,_2015_quarter_2,_2015_quarter_3,_2015_quarter_4,_2016,_2017,created_at,updated_at,the_geom,cartodb_id
8,HIRAN,MATABAN,BUNDO MADOW,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,50,2250,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,114
8,HIRAN,BELETWEYNE,BIYO QURUN,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,88,1500,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,115
8,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,Training women group during child feeding and IYCF practices,2,385,1650,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,116
18,GEDO,DOLOW,KAPASA,NRC,HAZARDS,"Training women and youth on life skills (tailoring; carpentry;welding)",1,100,50000,4,,,X,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,117
18,BAY,BAIDOA,HAWL WADAAG,NRC,HAZARDS,"Training women and youth on life skills (tailoring; carpentry;welding)",1,100,50000,4,,,X,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,118
18,L.JUBA,KISMAYO,FARJANNO,NRC,HAZARDS,"Training women and youth on life skills (tailoring; carpentry;welding)",1,100,50000,4,,,X,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,119
43,GEDO,DOLOW,SUR-GUDUD,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,120
43,BANADIR,DHARKENLEY ,SACID RORAYE,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,121
43,GEDO,DOLOW,QANSAXLEY,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,122
43,BANADIR,HODAN,OCTOBER,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,123
43,GEDO,LUUQ,LUUQ-GODEY,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,124
43,GEDO,DOLOW,KAPASA,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,125
43,GEDO,LUUQ,JAZEERA (ALL),NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,126
43,BANADIR,HAMARWEINE,HORSEED,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,127
43,BANADIR,HAMARWEINE,HILAAC,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,128
43,BAY,BAIDOA,HAWL WADAAG,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,129
43,BANADIR,WADAJIR,HALANE,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,130
43,GEDO,DOLOW,GEEDWEINE,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,131
43,L.JUBA,KISMAYO,FARJANNO,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,132
43,L.JUBA,KISMAYO,FAANOOLE,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,133
43,BANADIR,DHARKENLEY ,DAGAH TUR,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,134
43,L.JUBA,KISMAYO,CALANLEY,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,135
43,BAY,BAIDOA,BONKAI,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,136
43,BAY,BAIDOA,BERDAALE,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,137
43,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,,X,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,138
38,HIRAN,BELETWEYNE,QOQANE,SCI,FLOOD,Training on improved farming techniques using compost and neem,1,105,7350,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,139
38,HIRAN,BELETWEYNE,DHARIYOW,SCI,FLOOD,Training on improved farming techniques using compost and neem,2,50,3500,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,140
38,HIRAN,BELETWEYNE,BULOKAHIN,SCI,FLOOD,Training on improved farming techniques using compost and neem,2,45,3350,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,141
38,HIRAN,BELETWEYNE,BASLAWE,SCI,FLOOD,Training on improved farming techniques using compost and neem,2,50,3500,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,142
38,HIRAN,BELETWEYNE,BACADBUKE,SCI,FLOOD,Training on improved farming techniques using compost and neem,1,75,5950,4,,,,,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,143
38,HIRAN,BELETWEYNE,MACRUF,SCI,DROUGHT,Training on improved farming techniques using compost and neem,2,110,7700,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,144
38,HIRAN,BELETWEYNE,HARCADEY,SCI,DROUGHT,Training on improved farming techniques using compost and neem,2,40,3500,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,145
38,HIRAN,BELETWEYNE,DUSMO,SCI,DROUGHT,Training on improved farming techniques using compost and neem,2,91,6370,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,146
38,HIRAN,BELETWEYNE,BIYO QURUN,SCI,DROUGHT,Training on improved farming techniques using compost and neem,3,88,6160,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,147
18,GEDO,DOLOW,SUR-GUDUD,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,148
18,GEDO,DOLOW,QANSAXLEY,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,149
18,GEDO,LUUQ,LUUQ-GODEY,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,150
18,GEDO,LUUQ,JAZEERA (ALL),NRC,HAZARDS,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,151
18,GEDO,DOLOW,GEEDWEINE,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,152
18,L.JUBA,KISMAYO,FAANOOLE,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,153
18,L.JUBA,KISMAYO,CALANLEY,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,154
18,BAY,BAIDOA,BERDAALE,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,155
18,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,156
18,BANADIR,DHARKENLEY ,SACID RORAYE,NRC,FLOOD,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,157
18,BANADIR,HODAN,OCTOBER,NRC,FLOOD,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,158
18,BANADIR,HAMARWEINE,HORSEED,NRC,FLOOD,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,159
18,BANADIR,HAMARWEINE,HILAAC,NRC,FLOOD,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,160
18,BANADIR,WADAJIR,HALANE,NRC,FLOOD,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,161
18,BANADIR,DHARKENLEY ,DAGAH TUR,NRC,FLOOD,Training on IGAs ,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,162
18,BAY,BAIDOA,HAWL WADAAG,NRC,HAZARDS,Training on IGAs,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,164
18,L.JUBA,KISMAYO,FARJANNO,NRC,HAZARDS,Training on IGAs,3,20,1500,4,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,165
38,GEDO,DOLOW,SUR-GUDUD,NRC,DROUGHT,Training on GAPs,3,50,3300,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,167
38,GEDO,DOLOW,QANSAXLEY,NRC,DROUGHT,Training on GAPs,3,50,3300,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,168
38,GEDO,LUUQ,LUUQ-GODEY,NRC,DROUGHT,Training on GAPs,3,50,3300,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,169
38,GEDO,DOLOW,KAPASA,NRC,DROUGHT,Training on GAPs,3,50,3300,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,170
38,GEDO,LUUQ,JAZEERA (ALL),NRC,DROUGHT,Training on GAPs,3,50,3300,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,171
38,BAY,BAIDOA,BONKAI,NRC,DROUGHT,Training on GAPs,3,50,3300,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,174
38,BAY,BAIDOA,BERDAALE,NRC,DROUGHT,Training on GAPs,3,50,3300,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,175
38,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,DROUGHT,Training on GAPs,3,50,3300,4,,,X,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,176
18,HIRAN,BELETWEYNE,BELETWEYNE TOWN,SCI,FLOOD,Training on business and life skills for 100  targeted women and men,1,100,10000,4,,,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,177
41,HIRAN,MATABAN,SALAH SALID,SCI,DROUGHT,Training of WES committees,1,85,500,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,178
41,HIRAN,MATABAN,QABNO,SCI,DROUGHT,Training of WES committees,1,160,500,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,179
41,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Training of WES committees,1,80,500,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,180
41,HIRAN,MATABAN,KANECALE,SCI,DROUGHT,Training of WES committees,1,80,500,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,181
41,HIRAN,MATABAN,JIRACLE,SCI,DROUGHT,Training of WES committees,1,130,500,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,182
41,HIRAN,MATABAN,HARQBOOBE,SCI,DROUGHT,Training of WES committees,1,70,1000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,183
41,HIRAN,BELETWEYNE,DUSMO,SCI,DROUGHT,Training of WES committees,1,10,1000,2,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,184
41,HIRAN,MATABAN,BUNDO MADOW,SCI,DROUGHT,Training of WES committees,1,110,500,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,185
41,HIRAN,MATABAN,QULALE,SCI,DROUGHT,Training of  WES committees,1,100,1000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,186
42,HIRAN,MATABAN,QABNO,SCI,DROUGHT,Training of  WES committees,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,187
42,HIRAN,MATABAN,KANECALE,SCI,DROUGHT,Training of  WES committees,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,188
41,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,Training of  WES committees,1,385,2000,2,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,189
42,HIRAN,BELETWEYNE,QARSONE,SCI,FLOOD,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,190
42,HIRAN,BELETWEYNE,LAFOLE,SCI,FLOOD,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,191
42,HIRAN,BELETWEYNE,DHARIYOW,SCI,FLOOD,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,192
42,HIRAN,BELETWEYNE,BULOKAHIN,SCI,FLOOD,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,193
42,HIRAN,BELETWEYNE,BELETWEYNE TOWN,SCI,FLOOD,Training DRR committee,1,45,2000,1,,,X,,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,194
42,HIRAN,BELETWEYNE,BASLAWE,SCI,FLOOD,Training DRR committee,1,45,500,1,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,195
42,HIRAN,BELETWEYNE,BACADBUKE,SCI,FLOOD,Training DRR committee,1,45,500,1,,,,,,X,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,196
42,HIRAN,BELETWEYNE,BACAD,SCI,FLOOD,Training DRR committee,1,75,500,1,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,197
42,HIRAN,MATABAN,SALAH SALID,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,198
42,HIRAN,MATABAN,QULALE,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,199
42,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,200
42,HIRAN,BELETWEYNE,MACRUF,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,201
42,HIRAN,BELETWEYNE,JAWIL,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,202
42,HIRAN,BELETWEYNE,ILKACADO,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,203
42,HIRAN,BELETWEYNE,HARCADEY,SCI,DROUGHT,Training DRR committee,1,40,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,204
42,HIRAN,BELETWEYNE,GURICADE,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,205
42,HIRAN,BELETWEYNE,FAAFGUMARE,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,206
42,HIRAN,BELETWEYNE,ELGAL,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,207
42,HIRAN,BELETWEYNE,DUSMO,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,208
42,HIRAN,BELETWEYNE,BIYO QURUN,SCI,DROUGHT,Training DRR committee,1,45,500,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,209
41,GEDO,ELWAK,TUULO GARAS,CWW,DROUGHT,Train WES committees,1,5,620,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,210
41,GEDO,ELWAK,TUULA CADEY,CWW,DROUGHT,Train WES committees,3,5,1860,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,211
41,L.SHABELLE,AWDAGHLE,MUBARAK,CWW,DROUGHT,Train WES committees,3,21,1860,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,212
41,GEDO,ELWAK,MERI,CWW,DROUGHT,Train WES committees,3,5,1860,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,213
41,L.SHABELLE,AWDAGHLE,MARERE,CWW,DROUGHT,Train WES committees,2,14,1240,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,214
41,GEDO,BELET HAWA,MALKARIYEY,CWW,DROUGHT,Train WES committees,1,5,620,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,215
41,GEDO,BELET HAWA,HAROODI,CWW,DROUGHT,Train WES committees,3,5,1860,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,216
41,GEDO,BELET HAWA,GAWIIDO,CWW,DROUGHT,Train WES committees,1,5,620,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,217
41,GEDO,ELWAK,ELWAK TOWN,CWW,DROUGHT,Train WES committees,3,5,1860,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,218
41,GEDO,ELWAK,ELBANDA (DARKEYN DHOQA),CWW,DROUGHT,Train WES committees,1,5,620,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,219
41,GEDO,ELWAK,DHAMASA,CWW,DROUGHT,Train WES committees,3,5,1860,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,220
41,GEDO,BELET HAWA,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Train WES committees,1,5,620,2,,X,,X,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,221
18,BANADIR,HAWLWADAG,SAQAWUDIN (SAYIDKA),SCI,FLOOD,"Technical vocational skill training (enterprise-based approach; IDP youth & poor HH)",1,50,35000.25,4,,,,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,222
18,BANADIR,HODAN,AHMED GUREY,SCI,FLOOD,"Technical vocational skill training (enterprise-based approach; IDP youth & poor HH)",1,50,35000.25,4,,,,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,223
45,L.JUBA,KISMAYO,FARJANNO,NRC,HAZARDS,Support communities with fishing  gears,30,30,60000,4,,,X,X,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,224
45,L.JUBA,KISMAYO,FAANOOLE,NRC,HAZARDS,Support communities with fishing  gears,30,30,60000,4,,,X,X,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,225
45,L.JUBA,KISMAYO,CALANLEY,NRC,HAZARDS,Support communities with fishing  gears,30,30,60000,4,,,X,X,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,226
45,BANADIR,HAMARWEINE,HORSEED,NRC,FLOOD,Support communities with fishing  gears,30,30,60000,4,,,X,X,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,227
45,BANADIR,HAMARWEINE,HILAAC,NRC,FLOOD,Support communities with fishing  gears,30,30,60000,4,,,X,X,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,228
45,BANADIR,WADAJIR,HALANE,NRC,FLOOD,Support communities with fishing  gears,30,30,60000,4,,,X,X,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,229
43,GEDO,DOLOW,SUR-GUDUD,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,230
43,BANADIR,DHARKENLEY ,SACID RORAYE,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,231
43,GEDO,DOLOW,QANSAXLEY,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,232
43,BANADIR,HODAN,OCTOBER,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,233
43,GEDO,LUUQ,LUUQ-GODEY,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,234
43,GEDO,DOLOW,KAPASA,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,235
43,GEDO,LUUQ,JAZEERA (ALL),NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,236
43,BANADIR,HAMARWEINE,HORSEED,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,237
43,BANADIR,HAMARWEINE,HILAAC,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,238
43,BAY,BAIDOA,HAWL WADAAG,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,239
43,BANADIR,WADAJIR,HALANE,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,240
43,GEDO,DOLOW,GEEDWEINE,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,241
43,L.JUBA,KISMAYO,FARJANNO,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,242
43,L.JUBA,KISMAYO,FAANOOLE,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,243
43,BANADIR,DHARKENLEY ,DAGAH TUR,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,244
43,L.JUBA,KISMAYO,CALANLEY,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,245
43,BAY,BAIDOA,BONKAI,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,246
43,BAY,BAIDOA,BERDAALE,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,247
43,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,HAZARDS,"Support CBDMCs to receive; prepare and disseminate EW messages",4,10,1800,1,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,248
42,GEDO,DOLOW,SUR-GUDUD,NRC,HAZARDS,Support CBDMCs to prepare Community Based Disaster Mangement Plans,1,10,1500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,249
42,BANADIR,DHARKENLEY ,SACID RORAYE,NRC,HAZARDS,Support CBDMCs to prepare Community Based Disaster Mangement Plans,1,10,1500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,250
42,GEDO,DOLOW,QANSAXLEY,NRC,HAZARDS,Support CBDMCs to prepare Community Based Disaster Mangement Plans,1,10,1500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,251
42,BANADIR,HODAN,OCTOBER,NRC,HAZARDS,Support CBDMCs to prepare Community Based Disaster Mangement Plans,1,10,1500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,252
42,GEDO,LUUQ,LUUQ-GODEY,NRC,HAZARDS,Support CBDMCs to prepare Community Based Disaster Mangement Plans,1,10,1500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,253
42,GEDO,DOLOW,KAPASA,NRC,HAZARDS,Support CBDMCs to prepare Community Based Disaster Mangement Plans,1,10,1500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,254
